"","DOX_24T_1","DMSO_24T_1","DOX_24R_1","DMSO_24R_1","DOX_144R_1","DMSO_144R_1","DOX_24T_2","DMSO_24T_2","DOX_24R_2","DMSO_24R_2","DOX_144R_2","DMSO_144R_2","DOX_24T_3","DMSO_24T_3","DOX_24R_3","DMSO_24R_3","DOX_144R_3","DMSO_144R_3","DOX_24T_4","DMSO_24T_4","DOX_24R_4","DMSO_24R_4","DOX_144R_4","DMSO_144R_4","DOX_24T_5","DMSO_24T_5","DOX_24R_5","DMSO_24R_5","DOX_144R_5","DMSO_144R_5","DOX_24T_6","DMSO_24T_6","DOX_24R_6","DMSO_24R_6","DOX_144R_6","DMSO_144R_6"
"26155",6.76817067483134,5.96599674984271,6.81442506017659,6.05718123804442,6.01838227120267,5.71352059021902,7.27539234069152,5.90678035034095,6.50835529530593,5.80618760088595,5.98888309430766,6.07442774831617,6.15626869065108,5.68116501662503,6.64481075932803,5.60670901120929,5.45660563643249,5.72180986961259,6.62387603649147,4.97385359551906,5.99413868813354,5.18949015519847,5.39956471462741,4.94902157527148,6.59917622872578,5.92818380911505,6.72594104446434,6.03801032009364,5.89059214710311,5.72158410993549,7.15859883249553,5.97432361821429,6.78307708721773,5.87876147789658,5.67472472704365,5.6763994565746
"339451",2.3507287996295,2.38035548332053,2.65067779821431,2.52752504427273,2.69638969437189,2.36695491867631,2.68002234854557,1.83096155910212,1.16008667827437,1.71653991363,2.09119749381086,2.24219859042398,2.02743040549164,2.00939582017498,2.40152997761836,1.71960792064819,2.15617545410376,2.49369207604198,2.29289084283335,1.40253363761909,0.999708457715312,1.6390234574919,1.93942853783348,1.37019352019645,2.20620911277597,2.21241652276553,1.78531860393889,2.39419823288162,2.06506681205514,2.13500661959292,2.66182041787292,2.07700427927659,1.57264930471272,2.18950229047776,2.15727815138696,2.0447785184306
"57801",4.91575553846006,4.68241241860023,3.64791479085902,4.86325804232006,4.40712320173818,4.38619139169135,5.65164783408311,4.29527685949972,3.79151225635192,4.11379043381162,3.91221063545845,4.23287228916792,4.5689335028651,4.61590045190722,4.59730659594114,4.23327790989456,3.79946652198363,4.92707720999981,4.763740347413,4.07182828191893,3.02882466705927,4.21321279777714,4.23506059761386,4.00532389698765,4.8921643521984,4.93360868049867,3.53626455954443,5.06422644902473,4.40205348470612,4.69755536740638,5.20074312512866,5.13628641265835,3.9701565170682,5.15881889596116,4.45207082936308,4.37670597564873
"9636",2.59648270649075,1.83911121293336,2.09386310331849,2.20188568341919,2.044761557544,1.49869702797927,3.74492158973094,1.86145976648828,2.50618751827766,1.5615858027253,1.12333196840608,1.42761836437265,1.55486026693325,1.58886624214315,2.51714491460351,1.50168146207492,0.747983685439523,1.38017140011773,2.3528107351202,0.513520619353809,1.66110834029468,0.56885230303924,0.660934527058531,0.50285900473552,2.0328400558993,1.94900927360109,1.72304522891437,1.93322414779169,0.983833927611833,1.33724052825691,3.57277051337229,1.74021238735835,2.07363662607145,1.18938177244557,0.545517147459839,0.914153560844524
"375790",7.37427280790438,7.06716953047677,6.5638083471312,7.32509062848907,6.98493197962789,6.8103078389459,7.27083826236104,6.51092486876484,7.30640717138017,6.22416130181723,7.12110209873361,6.56523946085965,7.37387506796941,6.98949162537606,6.29583901421319,6.603976747053,6.40828243128294,6.93067270702365,6.73500180354607,6.13383401674412,5.91145926298528,6.32552143222721,6.83094834648053,6.25511809513719,7.50074416597303,6.93382066746422,6.35129674668057,7.17973086022234,6.90145729269863,6.94873706817397,7.33892907161093,6.81458239220807,6.72034012929164,7.14570069207235,7.29877529719707,6.72569483504029
"54991",2.06744102693098,2.73342359076447,2.49738651965419,2.52752504427273,2.65466820209788,2.36695491867631,1.49982185195404,2.74677927595321,0.744869992734541,2.7231126201423,2.22574389563369,2.50840287878282,1.82268255270432,2.69839289945166,1.71495115930821,2.63641422469523,2.27348353632753,2.9092655139254,0.628217143380161,1.71775939964579,0.969961945888369,1.73278080303569,1.87114268327397,1.90807730293303,1.62498452931637,2.36146263983115,1.99748145431919,2.53912191776432,2.51689756724581,2.5003974187283,1.24600845703451,2.56502547515025,1.69056436716466,2.75487505434511,2.45519038169668,2.43597627558899
"51150",8.04859809537052,7.09126006066924,7.19080798930874,7.17835992878415,7.31626453513463,7.05082449673335,7.40087567755484,6.97913833886828,7.20349128666174,6.88145683942681,7.16712198739241,7.02971898259324,7.31644725864702,6.53032082479689,6.73161753858618,6.60899008152836,6.63972527065684,6.80153481107232,7.15184114501591,6.07657271043562,6.7161563340987,6.44738192125454,6.92597406094219,6.28706727981142,7.70808106423924,6.90981401893062,7.11536328090831,7.02037035022553,7.08482561193558,6.86297159348746,7.04146763879474,6.64892446166747,7.11707254468224,6.74254633782687,6.84967299380792,6.61699370660978
"126792",4.37239949923483,5.14770009895591,5.21665767344808,5.18018944590623,5.27683550668886,5.14904820452572,4.46956526793737,5.24756387460054,4.9636403927343,5.0476254245032,5.05496844437291,5.17602561746465,3.23432094112682,4.96428970659707,4.58716539308766,4.92223799265246,4.83497423359421,5.10400077306682,4.37529207893139,4.28904448536614,4.63051462630854,4.6371975327489,4.87247760039492,4.38961651267059,4.22670255364765,5.1347962104855,5.03195514198205,5.22285448765591,5.17261817017476,5.22787690679993,4.0461567590848,4.90487569094274,4.95118035506848,5.02727648808678,4.97440325105268,4.77186238953414
"388581",-0.852423356938078,-0.882334864789405,-0.45105489340879,-1.24187829067637,-0.81257714694338,-0.716842129208205,-0.97472083034089,-1.45281834150645,-1.10499177142509,-0.86751683777093,-1.06561209104741,-0.431189762615257,-1.24857358994248,-1.38555702110424,-0.249428594396091,-2.43911059222033,-0.801659592737755,-0.960434553321158,-1.06825831120389,-2.34820118409294,-1.15543188536549,-2.12929858377513,-1.55680408628048,-2.27041723518716,-0.523362581453081,-1.33085114816555,-1.50427602078788,-1.49266566115191,-1.63218334449878,-1.60912738880687,-0.400484016149273,-1.90920424825265,-0.176947997917671,-1.21375009601948,-0.892375269030068,-1.05978215400334
"118424",4.8772136898387,4.74946468444876,5.43105238407228,4.78343185657338,4.85221295212075,4.61024968280143,5.57244506267573,4.60113534693753,5.39900037504759,4.63038022260302,4.41767671472267,4.54145950854512,3.27954388945293,4.4856743863128,5.15657088000545,4.48207872351389,4.17392804407692,4.49307036647904,4.85979660278803,3.57739875732463,4.70350457078866,3.93609808205803,4.08379445888435,3.64057715110861,4.73726552421998,4.44520834148011,5.31130281000843,4.55800782415,4.51812349685257,4.39121329227441,5.5172137223117,4.66952068593615,5.25020481510309,4.53473456829419,4.36401729029726,4.35790293066443
"6339",3.91687228996638,2.29587373857606,3.07074230426771,2.26353549894121,2.48649669182407,2.24078501446607,3.91411389095813,1.75177019711507,2.11970575392211,1.50084044917214,1.71772490153744,2.46865254002203,2.66771894025343,2.19809135815837,3.04158114165215,1.6363446095225,2.25729801135492,2.50258338163922,4.13318176568892,0.932041494119185,1.75130461975123,1.00444070728758,1.11350854260265,1.00074686859414,3.7385600289937,1.91081421447646,2.98637100384735,2.31114244567303,2.00371410777259,1.70471063332288,4.28506445827473,1.6755602180522,2.15794570755651,1.88691140048363,1.76701506955221,2.0447785184306
"116983",5.62410245006997,5.09085472320137,5.25935900962204,5.3274651945069,5.41288094554254,5.22321695039564,5.47418697886599,5.01130074313823,4.7947868481428,4.78804123640705,4.97124442862143,4.78585902415123,5.35211279348285,5.07735670265099,5.26360299756817,4.69593207690844,4.82677142295981,5.06401629681844,5.20104663586029,4.1434388421084,4.1448513929111,4.33631125166804,4.86622630480803,4.17150954258061,5.3603185396584,4.88353934542762,4.95106752043102,5.24664173476874,5.09384822150755,5.22915891626738,5.62662402564086,4.90346486944776,4.99910832807879,5.07158847217621,5.10165517275953,5.00323474506896
"126789",1.17566223412737,1.74665350311833,1.6041278948988,1.89413841141758,1.99547674358863,1.7784742883838,1.09516480575363,2.00496987780434,0.159549052711471,1.74300883031942,1.48710118377564,1.69897438647237,0.29861191596199,1.71194646206219,1.24320941387376,1.70606014894654,1.21829468665436,1.57821074985709,1.28468380328723,1.13306227589638,0.63293768140693,1.3023187294147,1.47074424508519,1.08826515908787,1.27057887678221,1.61072367206548,1.27953146961518,1.67726987620963,1.80225245884244,1.64448855727366,1.71797506504941,2.18313811876602,0.824735406890658,2.01345628721008,1.75248577215,1.58030804890083
"54973",5.4648912592592,5.52354797496829,6.34071970663003,5.74231321894491,5.79415984437628,5.60843912943631,5.37583041532861,5.45553186628332,5.88094299574538,5.46927927632889,5.46519083918627,5.80595138791316,4.9254010846595,5.36305216637923,5.32713482472351,5.18771384328389,5.28759645962099,5.7122603667185,4.80722339429351,4.61051144775479,5.55112348272347,4.94402999003081,5.22100175100737,4.78079275272769,4.98690005668738,5.59442040108939,6.18295360271651,5.54607592220276,5.54429392917796,5.4617958881046,5.46130547533609,5.46657613100519,6.07430013975777,5.4022212000698,5.32552147125288,5.45738273736075
"80772",3.94198717786006,4.42835784326128,4.63792645830252,4.54606381142067,4.3063140889397,4.51533916744629,4.74162150437634,4.33656937213937,4.15553862754576,4.44531430664413,4.31575683750018,4.59043418643361,1.51002669625623,4.19838453748688,3.99690793960921,4.13811910772622,3.99515724723396,4.34026391354206,4.4018744653658,3.4543533840235,3.64940765867976,3.72643822040447,3.86800272433405,3.63816234483138,3.49765572421174,4.35325976268701,4.56165639078979,4.38830167716942,4.12312399490754,4.13632810917475,4.51615207131078,4.27049178293605,4.45563766838174,4.41477188791719,4.16993665280252,4.26452009674492
"83756",2.56910919008132,0.788299568801994,2.58056448024155,0.772607366816881,0.578386773863376,0.862307575651145,2.96200559430014,0.476585561142379,1.16008667827437,-0.130985932312091,1.02832905765959,0.867168415034953,1.00654236348101,1.03118396711437,1.6226429462075,0.370254946085705,1.5983298833688,1.05708299674889,2.65436570431422,-0.300519171462402,1.36226966702101,-0.155563215158552,0.971638575618448,0.22246580757613,2.84596448551894,0.526032846031771,2.21670818259444,0.788914111199731,0.597526984259189,0.334172816312516,2.73223186712972,0.862496924268732,1.69056436716466,0.56476033497413,0.764069050997398,0.665009127676395
"1855",4.79098457381055,5.36930569055789,5.67767280501279,5.45052517342136,5.42689042768302,5.35696158297209,5.1431534046122,5.15672456261385,5.10570786690687,5.14015293190269,5.19960721233353,5.46677011260838,3.93962118220891,5.02845842780326,4.4326286526876,4.92223799265246,4.9825711529004,5.30923212329931,4.10856447377434,4.23024684703386,4.45374061806874,4.59786885276647,4.81910512585827,4.51862009471293,4.50326624191389,5.11813066612273,5.06684734285848,5.28825347108949,5.19566288375719,5.07940924119095,5.55266895648281,5.39709852294911,5.25619391948569,5.28849439787395,5.07999910405196,5.11321500650448
"54587",1.628808930264,1.42732924668368,0.827092607160266,1.41819210193295,1.59334086386118,1.0940480491671,1.72959142277889,1.97738722052218,0.944271286968448,1.40463964621027,1.52239169862927,1.41093596034298,0.367251957737108,0.592547940424163,0.0154788407405879,0.678441637954665,-0.156298279006518,0.671986877899677,0.482553958093107,1.05180832132878,-0.293015415585801,1.4421230272134,1.2732287413243,1.01570692812277,1.35719925072632,1.29205596499094,-0.4093475529212,1.23181904834521,0.896516589150909,1.46461087083166,0.689031710027496,1.53685576417368,0.225969644701969,1.74819012965161,1.38906607082711,1.27647033476779
"54998",6.30841620324033,6.00809382743449,6.66362241429997,6.2507480863799,6.30380334944731,6.19903169693797,5.99685642857243,5.73211952212139,6.08607844317195,5.89147928810082,5.17763887159292,5.71119182638063,5.49316785603491,5.69913075287127,6.12340594918514,5.46107048428185,5.31717563390626,5.57779658124176,5.28143324218426,4.87840248185772,5.50455007666795,5.09378391569254,5.20622917993814,4.82392788314726,5.64919548377986,5.64667902979386,6.15742732601014,5.54405657780015,5.59284111707079,5.31738748535004,5.81116664234572,5.85677830259883,6.16304121172264,5.87724920900745,5.24477582266822,5.50563629792614
"81669",6.49694995432471,5.68692375482406,5.53086650165736,5.76912938448642,5.80730983495549,5.41361812167083,6.46125012254261,5.18412954542706,4.91250015471209,5.16728101570914,5.67182833483239,5.78425608732188,6.2614490318859,5.17687047972558,5.44412929879678,5.08809028286929,5.16281445641833,5.81754861886625,6.69546298151302,4.59535863974361,4.72703637952527,4.97793333888291,5.34576338596795,4.92643969098147,6.35595918388979,5.42635451606671,5.38605167998451,5.71444460540642,5.43330641740644,5.58005240048418,6.67258836028857,5.16600698062992,5.09712567823149,5.30546098726476,5.57606918944325,5.51226481966957
"148413",2.94062385013147,2.74143168510028,3.6219698660836,3.17309889323154,3.15116015091274,2.96493971927456,3.22314820889035,2.91614866330523,2.95054565467973,2.68948396941826,2.8008053167382,2.75965178319202,1.47934441627931,2.72201638761336,3.44347727198492,2.6002527945588,2.30531981154651,2.84779507551555,3.35673080659345,1.57965030661316,2.72036116329732,2.12048817654948,2.26246403388503,1.85083209783364,3.05476846521643,2.57190826415021,3.14914794806317,2.76397452910701,2.68266094022987,2.58293559821946,2.95468749049836,2.6946599203391,3.27141878301531,2.71479532087306,2.76124686973599,2.98039971274356
"55052",5.03226093063247,5.20093911469531,6.25116939360159,5.55899920277565,5.62218076612093,5.37609538355457,5.08207823942968,5.23451575198808,5.60169916301818,5.20466132589128,4.68820262604255,5.1334422829755,4.2502096925373,5.07621151286011,5.39032134054095,5.15318587249796,4.87662801796333,5.24445434609856,4.26377589623961,4.27232813132787,5.13399235283491,4.64565961087909,4.62097890624246,4.42085912068454,4.45988390625556,5.1347962104855,5.64516996203362,5.07685252353157,4.8984159038743,4.91389137577102,4.83690802162976,5.32515910726674,5.75286938735032,5.09909446728843,4.80345988114842,4.96646924923962
"64856",2.6233464976581,1.95383610908832,1.10196141833086,1.84658582151433,1.40487429900533,0.839270933723774,2.28169782652115,2.5265799016632,1.41651393301565,1.98398955841298,1.16858595160767,1.73962362085372,2.54715517791107,2.60619103806324,1.57417519191463,2.59291045503177,1.09621315302502,1.85308551802333,2.78438890327551,3.37306251562259,1.94722181924772,3.47562848687664,2.26246403388503,3.44169268591408,3.54916235302874,3.27478756165398,1.3221655861709,3.0294649367905,1.62345667528463,2.43967587069195,2.56482639254919,2.95105340870406,1.69056436716466,3.02995068094397,1.35099623236357,1.89050914322061
