"","x"
"1872","6144"
"1873","432369"
"1874","255967"
"1875","2321"
"1876","23281"
"1877","6541"
"1878","5412"
"1879","84056"
"1880","10208"
"1881","23047"
"1882","90627"
"1883","26960"
"1884","8900"
"1885","4093"
"1886","55578"
"1887","122011"
"1888","10631"
"1889","51569"
"1890","80209"
"1891","387921"
"1892","10186"
"1893","2308"
"1894","10166"
"1895","1997"
"1896","11193"
"1897","89890"
"1898","84078"
"1899","9617"
"1900","79612"
"1901","23078"
"1902","11215"
"1903","55068"
"1904","160857"
"1905","144811"
"1906","101929212"
"1907","8848"
"1908","641467"
"1909","55425"
"1910","7178"
"1911","100190939"
"1912","83548"
"1913","23091"
"1914","8803"
"1915","55270"
"1916","5925"
"1917","1102"
"1918","22862"
"1919","81617"
"1920","55213"
"1921","3839"
"1922","57213"
"1923","145165"
"1924","79621"
"1925","220108"
"1926","26512"
"1927","100507398"
"1928","115825"
"1929","540"
"1930","440138"
"1931","9724"
"1932","4752"
"1933","100887750"
"1934","55901"
"1935","51028"
"1936","10910"
"1937","5100"
"1938","27253"
"1939","81624"
"1940","81550"
"1941","440145"
"1942","22894"
"1943","688"
"1944","11278"
"1945","9882"
"1946","170622"
"1947","7347"
"1948","4008"
"1949","115207"
"1950","26224"
"1951","23077"
"1952","122060"
"1953","5457"
"1954","64062"
"1955","54602"
"1956","407975"
"1957","10257"
"1958","10150"
"1959","5911"
"1960","3843"
"1961","8428"
"1962","23348"
"1963","100289373"
"1964","337867"
"1965","9375"
"1966","171425"
"1967","5095"
"1968","7174"
"1969","93081"
"1970","79070"
"1971","2073"
"1972","55082"
"1973","728215"
"1974","55647"
"1975","55739"
"1976","79587"
"1977","105376684"
"1978","283487"
"1979","55608"
"1980","8874"
"1981","10426"
"1982","23250"
"1983","55795"
"1984","8451"
"1985","3916"
"1986","79774"
"1987","101928841"
"1988","22821"
"1989","65110"
"1990","283489"
"1991","57820"
"1992","7011"
"1993","328"
"1994","6035"
"1995","55701"
"1996","3183"
"1997","11198"
"1998","57680"
"1999","84932"
"2000","9878"
"2001","1603"
"2002","63874"
"2003","5018"
"2004","9056"
"2005","26020"
"2006","54930"
"2007","84962"
"2008","60686"
"2009","5693"
"2010","55017"
"2011","57594"
"2012","90673"
"2013","105378176"
"2014","8106"
"2015","116173"
"2016","25983"
"2017","102724814"
"2018","55449"
"2019","10901"
"2020","317749"
"2021","4901"
"2022","80344"
"2023","9985"
"2024","79711"
"2025","10548"
"2026","283629"
"2027","4738"
"2028","51292"
"2029","26277"
"2030","7051"
"2031","161424"
"2032","56413"
"2033","57523"
"2034","23351"
"2035","56948"
"2036","23256"
"2037","29966"
"2038","11154"
"2039","25831"
"2040","112487"
"2041","84837"
"2042","64067"
"2043","112399"
"2044","55837"
"2045","1073"
"2046","6729"
"2047","283635"
"2048","55012"
"2049","9692"
"2050","5687"
"2051","4792"
"2052","84312"
"2053","10484"
"2054","122553"
"2055","4253"
"2056","254170"
"2057","145581"
"2058","122525"
"2059","23116"
"2060","2287"
"2061","57697"
"2062","161357"
"2063","6235"
"2064","6029"
"2065","4247"
"2066","55172"
"2067","122773"
"2068","23588"
"2069","378706"
"2070","382"
"2071","6655"
"2072","79944"
"2073","8814"
"2074","11183"
"2075","51062"
"2076","60485"
"2077","51199"
"2078","81542"
"2079","122786"
"2080","145438"
"2081","22795"
"2082","5706"
"2083","10979"
"2084","10175"
"2085","10668"
"2086","122809"
"2087","55030"
"2088","22863"
"2089","100129075"
"2090","3895"
"2091","57161"
"2092","54916"
"2093","10640"
"2094","55745"
"2095","122830"
"2096","55860"
"2097","5684"
"2098","5926"
"2099","51339"
"2100","64582"
"2101","112849"
"2102","51528"
"2103","51635"
"2104","5583"
"2105","6617"
"2106","5529"
"2107","4522"
"2108","7597"
"2109","22890"
"2110","3306"
"2111","26030"
"2112","6710"
"2113","376267"
"2114","2342"
"2115","4149"
"2116","2530"
"2117","10243"
"2118","64398"
"2119","51382"
"2120","1965"
"2121","161145"
"2122","51109"
"2123","677"
"2124","87"
"2125","8816"
"2126","2079"
"2127","55334"
"2128","9766"
"2129","6430"
"2130","10001"
"2131","22990"
"2132","26037"
"2133","9628"
"2134","8110"
"2135","53349"
"2136","5663"
"2137","89932"
"2138","8650"
"2139","79697"
"2140","145482"
"2141","145483"
"2142","51004"
"2143","80127"
"2144","91750"
"2145","4053"
"2146","9870"
"2147","51077"
"2148","283571"
"2149","1743"
"2150","83694"
"2151","8892"
"2152","97"
"2153","91754"
"2154","10972"
"2155","2353"
"2156","122953"
"2157","55640"
"2158","11161"
"2159","23093"
"2160","112752"
"2161","2103"
"2162","100506603"
"2163","64207"
"2164","85457"
"2165","57156"
"2166","29954"
"2167","2954"
"2168","283578"
"2169","10598"
"2170","9517"
"2171","2957"
"2172","85439"
"2173","6400"
"2174","23768"
"2175","55812"
"2176","11099"
"2177","79882"
"2178","161436"
"2179","1112"
"2180","400236"
"2181","90141"
"2182","55775"
"2183","56659"
"2184","145567"
"2185","80017"
"2186","9321"
"2187","4707"
"2188","53981"
"2189","79890"
"2190","5641"
"2191","9950"
"2192","3705"
"2193","64112"
"2194","84520"
"2195","55148"
"2196","55727"
"2197","57578"
"2198","57062"
"2199","83982"
"2200","57718"
"2201","12"
"2202","23405"
"2203","79789"
"2204","283596"
"2205","51218"
"2206","56967"
"2207","624"
"2208","55102"
"2209","51527"
"2210","10914"
"2211","84193"
"2212","8812"
"2213","317762"
"2214","2009"
"2215","7528"
"2216","7453"
"2217","79446"
"2218","8788"
"2219","5527"
"2220","1778"
"2221","3320"
"2222","91833"
"2223","9895"
"2224","23186"
"2225","9578"
"2226","4140"
"2227","9529"
"2228","79038"
"2229","23368"
"2230","9556"
"2231","400258"
"2232","388021"
"2233","64423"
"2234","10572"
"2235","122616"
"2236","55038"
"2237","102723354"
"2238","256281"
"2239","2972"
"2240","23241"
"2241","100507437"
"2242","9112"
"2243","283755"
"2244","646214"
"2245","646243"
"2246","100132101"
"2247","400322"
"2248","23191"
"2249","114791"
"2250","4692"
"2251","6638"
"2252","347746"
"2253","8123"
"2254","338428"
"2255","100033416"
"2256","100033431"
"2257","100033432"
"2258","3653"
"2259","7337"
"2260","2562"
"2261","8924"
"2262","440248"
"2263","646278"
"2264","56160"
"2265","7082"
"2266","728498"
"2267","22909"
"2268","54893"
"2269","51621"
"2270","1139"
"2271","26585"
"2272","6263"
"2273","56851"
"2274","440270"
"2275","57369"
"2276","101928174"
"2277","723972"
"2278","84529"
"2279","161742"
"2280","10125"
"2281","11245"
"2282","440275"
"2283","90427"
"2284","56924"
"2285","100131244"
"2286","388115"
"2287","85455"
"2288","90416"
"2289","27079"
"2290","2644"
"2291","643338"
"2292","84936"
"2293","6692"
"2294","57617"
"2295","79094"
"2296","11261"
"2297","51103"
"2298","23168"
"2299","4058"
"2300","26015"
"2301","30844"
"2302","23339"
"2303","2595"
"2304","64397"
"2305","8773"
"2306","255252"
"2307","55142"
"2308","57519"
"2309","146059"
"2310","197131"
"2311","9836"
"2312","161823"
"2313","146050"
"2314","2923"
"2315","80237"
"2316","10169"
"2317","728758"
"2318","113201"
"2319","51496"
"2320","567"
"2321","90525"
"2322","2628"
"2323","79029"
"2324","7782"
"2325","58472"
"2326","80031"
"2327","50804"
"2328","2200"
"2329","23741"
"2330","9728"
"2331","2252"
"2332","2553"
"2333","55056"
"2334","100129387"
"2335","84888"
"2336","23431"
"2337","23312"
"2338","256586"
"2339","29767"
"2340","29766"
"2341","5597"
"2342","10681"
"2343","55930"
"2344","4644"
"2345","10776"
"2346","51187"
"2347","9236"
"2348","145788"
"2349","4734"
"2350","64864"
"2351","374618"
"2352","6938"
"2353","100820829"
"2354","102"
"2355","4643"
"2356","2958"
"2357","54832"
"2358","114294"
"2359","771"
"2360","9960"
"2361","283807"
"2362","8925"
"2363","79856"
"2364","5479"
"2365","53944"
"2366","4947"
"2367","348093"
"2368","348094"
"2369","10081"
"2370","10845"
"2371","54956"
"2372","54878"
"2373","51495"
"2374","10260"
"2375","8766"
"2376","115752"
"2377","5604"
"2378","6124"
"2379","4091"
"2380","4088"
"2381","64799"
"2382","8554"
"2383","54982"
"2384","22801"
"2385","10391"
"2386","8125"
"2387","26035"
"2388","54852"
"2389","6176"
"2390","7090"
"2391","55323"
"2392","79875"
"2393","4649"
"2394","123228"
"2395","56965"
"2396","3073"
"2397","25820"
"2398","585"
"2399","83440"
"2400","101241892"
"2401","80381"
"2402","100287616"
"2403","9399"
"2404","5371"
"2405","64220"
"2406","1583"
"2407","8482"
"2408","1198"
"2409","1445"
"2410","25989"
"2411","10066"
"2412","57184"
"2413","9377"
"2414","54913"
"2415","56905"
"2416","79661"
"2417","4123"
"2418","1464"
"2419","26263"
"2420","145957"
"2421","49855"
"2422","10099"
"2423","79834"
"2424","10363"
"2425","23102"
"2426","3419"
"2427","3658"
"2428","123688"
"2429","1512"
"2430","5923"
"2431","23423"
"2432","23251"
"2433","400410"
"2434","283687"
"2435","54469"
"2436","2184"
"2437","23184"
"2438","390660"
"2439","100134869"
"2440","440295"
"2441","80154"
"2442","642402"
"2443","6218"
"2444","100505616"
"2445","9455"
"2446","83640"
"2447","53339"
"2448","53346"
"2449","50810"
"2450","440300"
"2451","388152"
"2452","643707"
"2453","374650"
"2454","388165"
"2455","54993"
"2456","54581"
"2457","4828"
"2458","23478"
"2459","9640"
"2460","642423"
"2461","101929479"
"2462","100133220"
"2463","64410"
"2464","64963"
"2465","3669"
"2466","5428"
"2467","51458"
"2468","374654"
"2469","8800"
"2470","10519"
"2471","390637"
"2472","51335"
"2473","64784"
"2474","55898"
"2475","9899"
"2476","400451"
"2477","1106"
"2478","440311"
"2479","7026"
"2480","91947"
"2481","3480"
"2482","23336"
"2483","7190"
"2484","4205"
"2485","145748"
"2486","170691"
"2487","55180"
"2488","140460"
"2489","22856"
"2490","6627"
"2491","123283"
"2492","100128108"
"2493","105376734"
"2494","101927628"
"2495","374666"
"2496","51728"
"2497","79622"
"2498","4350"
"2499","83986"
"2500","8312"
"2501","58986"
"2502","26063"
"2503","9727"
"2504","6650"
"2505","9091"
"2506","57799"
"2507","84326"
"2508","89941"
"2509","9028"
"2510","10273"
"2511","146330"
"2512","65990"
"2513","84264"
"2514","64788"
"2515","7329"
"2516","8938"
"2517","115939"
"2518","84572"
"2519","64718"
"2520","283951"
"2521","645811"
"2522","9894"
"2523","9742"
"2524","23162"
"2525","4832"
"2526","197342"
"2527","90864"
"2528","10101"
"2529","81889"
"2530","51734"
"2531","4716"
"2532","6187"
"2533","735301"
"2534","2671"
"2535","9143"
"2536","90850"
"2537","4913"
"2538","7249"
"2539","25837"
"2540","84231"
"2541","1775"
"2542","1632"
"2543","10921"
"2544","57465"
"2545","527"
"2546","5170"
"2547","652276"
"2548","645644"
"2549","83886"
"2550","23524"
"2551","6923"
"2552","114984"
"2553","84256"
"2554","54985"
"2555","79228"
"2556","100507419"
"2557","100507458"
"2558","7760"
"2559","7752"
"2560","10127"
"2561","7627"
"2562","7727"
"2563","146434"
"2564","1773"
"2565","10131"
"2566","1387"
"2567","115"
"2568","6345"
"2569","84662"
"2570","57407"
"2571","3163"
"2572","29965"
"2573","124402"
"2574","84309"
"2575","124401"
"2576","26048"
"2577","29855"
"2578","9717"
"2579","51172"
"2580","196483"
"2581","79091"
"2582","23589"
"2583","7874"
"2584","29035"
"2585","2903"
"2586","80063"
"2587","23274"
"2588","8651"
"2589","9516"
"2590","51061"
"2591","26156"
"2592","2935"
"2593","92017"
"2594","729993"
"2595","51283"
"2596","23420"
"2597","23042"
"2598","123803"
"2599","353511"
"2600","105369154"
"2601","54820"
"2602","4363"
"2603","408050"
"2604","102723728"
"2605","283820"
"2606","653190"
"2607","6210"
"2608","23049"
"2609","162073"
"2610","51573"
"2611","57020"
"2612","124152"
"2613","55623"
"2614","123879"
"2615","57149"
"2616","1428"
"2617","23117"
"2618","100271836"
"2619","387254"
"2620","51108"
"2621","440345"
"2622","7385"
"2623","255762"
"2624","730094"
"2625","55718"
"2626","100131998"
"2627","641298"
"2628","100132247"
"2629","57478"
"2630","91949"
"2631","23062"
"2632","124454"
"2633","56061"
"2634","4706"
"2635","79728"
"2636","84516"
"2637","5930"
"2638","55114"
"2639","342357"
"2640","3566"
"2641","2975"
"2642","23247"
"2643","23214"
"2644","728689"
"2645","112869"
"2646","6799"
"2647","728734"
"2648","8663"
"2649","11273"
"2650","7284"
"2651","25970"
"2652","487"
"2653","79874"
"2654","84901"
"2655","83985"
"2656","27040"
"2657","728888"
"2658","552900"
"2659","440354"
"2660","23475"
"2661","79447"
"2662","9961"
"2663","253982"
"2664","253980"
"2665","124446"
"2666","9344"
"2667","283899"
"2668","8448"
"2669","226"
"2670","83719"
"2671","654483"
"2672","548593"
"2673","100526830"
"2674","613037"
"2675","595101"
"2676","26000"
"2677","197407"
"2678","51333"
"2679","79077"
"2680","22928"
"2681","65988"
"2682","146540"
"2683","115509"
"2684","78994"
"2685","64319"
"2686","100862671"
"2687","5261"
"2688","9274"
"2689","1489"
"2690","9739"
"2691","80270"
"2692","79759"
"2693","339105"
"2694","79001"
"2695","10295"
"2696","5652"
"2697","2521"
"2698","7041"
"2699","440359"
"2700","124411"
"2701","10308"
"2702","386757"
"2703","55737"
"2704","5257"
"2705","83752"
"2706","100507577"
"2707","6477"
"2708","9683"
"2709","869"
"2710","80205"
"2711","64400"
"2712","79191"
"2713","4313"
"2714","54947"
"2715","6530"
"2716","1066"
"2717","583"
"2718","4502"
"2719","9688"
"2720","84166"
"2721","80011"
"2722","89970"
"2723","23568"
"2724","6376"
"2725","10300"
"2726","3801"
"2727","79650"
"2728","29105"
"2729","1459"
"2730","29070"
"2731","79918"
"2732","23019"
"2733","2806"
"2734","123920"
"2735","146223"
"2736","1783"
"2737","57546"
"2738","51647"
"2739","8824"
"2740","283848"
"2741","865"
"2742","80262"
"2743","84752"
"2744","8717"
"2745","653319"
"2746","79767"
"2747","29100"
"2748","29109"
"2749","29800"
"2750","9114"
"2751","10664"
"2752","146206"
"2753","84080"
"2754","388284"
"2755","81577"
"2756","57610"
"2757","55815"
"2758","57215"
"2759","10204"
"2760","1506"
"2761","5699"
"2762","55794"
"2763","4775"
"2764","80004"
"2765","23659"
"2766","9057"
"2767","54496"
"2768","55512"
"2769","146198"
"2770","54921"
"2771","84916"
"2772","64146"
"2773","51388"
"2774","7014"
"2775","10725"
"2776","283970"
"2777","100506060"
"2778","55308"
"2779","197258"
"2780","23450"
"2781","92154"
"2782","794"
"2783","164"
"2784","342371"
"2785","55565"
"2786","54957"
"2787","9785"
"2788","463"
"2789","283922"
"2790","440348"
"2791","2734"
"2792","55159"
"2793","9564"
"2794","124491"
"2795","11345"
"2796","3735"
"2797","22879"
"2798","100130958"
"2799","56942"
"2800","23300"
"2801","2653"
"2802","80790"
"2803","3281"
"2804","23417"
"2805","8720"
"2806","83693"
"2807","9013"
"2808","79786"
"2809","9100"
"2810","83716"
"2811","55625"
"2812","23199"
"2813","10328"
"2814","2303"
"2815","100506581"
"2816","79791"
"2817","23174"
"2818","54758"
"2819","105371397"
"2820","8140"
"2821","54971"
"2822","84627"
"2823","161882"
"2824","124245"
"2825","4597"
"2826","197187"
"2827","333929"
"2828","115992"
"2829","348180"
"2830","353"
"2831","2588"
"2832","51693"
"2833","197320"
"2834","105371414"
"2835","6687"
"2836","6137"
"2837","27132"
"2838","124045"
"2839","9605"
"2840","100128881"
"2841","92822"
"2842","84501"
"2843","22980"
"2844","4157"
"2845","10381"
"2846","54849"
"2847","92806"
"2848","79007"
"2849","2622"
"2850","9501"
"2851","55275"
"2852","50628"
"2853","55178"
"2854","29"
"2855","1398"
"2856","4641"
"2857","5306"
"2858","8578"
"2859","727910"
"2860","124997"
"2861","6117"
"2862","3090"
"2863","23293"
"2864","55720"
"2865","4335"
"2866","105371592"
"2867","162514"
"2868","1497"
"2869","100533970"
"2870","30851"
"2871","83460"
"2872","5026"
"2873","3682"
"2874","5023"
"2875","489"
"2876","23140"
"2877","124936"
"2878","51479"
"2879","7326"
"2880","409"
"2881","5694"
"2882","5338"
"2883","2811"
"2884","8402"
"2885","26001"
"2886","5216"
"2887","9552"
"2888","23125"
"2889","10749"
"2890","124961"
"2891","7775"
"2892","101928000"
"2893","9098"
"2894","4927"
"2895","84268"
"2896","708"
"2897","56919"
"2898","51009"
"2899","79003"
"2900","728392"
"2901","22861"
"2902","23302"
"2903","83394"
"2904","84817"
"2905","388327"
"2906","100506713"
"2907","201232"
"2908","432"
"2909","37"
"2910","11337"
"2911","23399"
"2912","23587"
"2913","1984"
"2914","2874"
"2915","9744"
"2916","147040"
"2917","8711"
"2918","254863"
"2919","284114"
"2920","2256"
"2921","1140"
"2922","57659"
"2923","8742"
"2924","968"
"2925","9526"
"2926","9513"
"2927","7157"
"2928","55135"
"2929","1949"
"2930","23135"
"2931","84316"
"2932","1107"
"2933","284023"
"2934","58485"
"2935","116840"
"2936","5187"
"2937","84314"
"2938","54785"
"2939","399512"
"2940","29098"
"2941","6154"
"2942","81565"
"2943","9423"
"2944","8522"
"2945","4621"
"2946","6341"
"2947","56985"
"2948","388335"
"2949","7566"
"2950","6416"
"2951","9912"
"2952","60528"
"2953","9953"
"2954","84815"
"2955","5376"
"2956","201158"
"2957","136"
"2958","9611"
"2959","7314"
"2960","125144"
"2961","388341"
"2962","23164"
"2963","201164"
"2964","201163"
"2965","8533"
"2966","10400"
"2967","10743"
"2968","6720"
"2969","146691"
"2970","91647"
"2971","79018"
"2972","54890"
"2973","2314"
"2974","125170"
"2975","7156"
"2976","5636"
"2977","125206"
"2978","644815"
"2979","27077"
"2980","5598"
"2981","224"
"2982","9706"
"2983","105369205"
"2984","25979"
"2985","256302"
"2986","5606"
"2987","339263"
"2988","100462977"
"2989","26118"
"2990","8844"
"2991","201229"
"2992","90410"
"2993","7126"
"2994","26073"
"2995","147007"
"2996","113235"
"2997","9094"
"2998","124923"
"2999","9703"
"3000","6388"
"3001","6830"
"3002","83871"
"3003","6147"
"3004","9618"
"3005","26284"
"3006","2319"
"3007","147015"
"3008","57649"
"3009","51268"
"3010","57532"
"3011","105371931"
"3012","57551"
"3013","84940"
"3014","642"
"3015","1362"
"3016","147172"
"3017","440423"
"3018","84440"
"3019","55352"
"3020","23512"
"3021","114659"
"3022","8851"
"3023","4642"
"3024","6347"
"3025","10693"
"3026","91603"
"3027","105371932"
"3028","55106"
"3029","163"
"3030","91608"
"3031","8148"
"3032","414062"
"3033","101060321"
"3034","80179"
"3035","79922"
"3036","26574"
"3037","6871"
"3038","11072"
"3039","11276"
"3040","101060351"
"3041","101060376"
"3042","101060389"
"3043","101929950"
"3044","102723859"
"3045","440434"
"3046","84311"
"3047","4302"
"3048","284106"
"3049","7703"
"3050","5691"
"3051","8396"
"3052","54883"
"3053","9349"
"3054","3927"
"3055","782"
"3056","6143"
"3057","5469"
"3058","93210"
"3059","2064"
"3060","94103"
"3061","9862"
"3062","7067"
"3063","9572"
"3064","51195"
"3065","5914"
"3066","125111"
"3067","6605"
"3068","9001"
"3069","3728"
"3070","10609"
"3071","115024"
"3072","1267"
"3073","28511"
"3074","5878"
"3075","84514"
"3076","6774"
"3077","284119"
"3078","4669"
"3079","7283"
"3080","27175"
"3081","79990"
"3082","2145"
"3083","10266"
"3084","65266"
"3085","8678"
"3086","10197"
"3087","314"
"3088","8639"
"3089","100885850"
"3090","100885848"
"3091","146923"
"3092","6155"
"3093","8153"
"3094","4077"
"3095","113277"
"3096","379"
"3097","1659"
"3098","2118"
"3099","1845"
"3100","4356"
"3101","162417"
"3102","92579"
"3103","92591"
"3104","339201"
"3105","79089"
"3106","2896"
"3107","284069"
"3108","23131"
"3109","284071"
"3110","80174"
"3111","10052"
"3112","9343"
"3113","388389"
"3114","2670"
"3115","79877"
"3116","79777"
"3117","124790"
"3118","752"
"3119","201176"
"3120","55073"
"3121","4137"
"3122","284058"
"3123","9884"
"3124","100506084"
"3125","728806"
"3126","51326"
"3127","474170"
"3128","4905"
"3129","9570"
"3130","3690"
"3131","124989"
"3132","653479"
"3133","9520"
"3134","9755"
"3135","124995"
"3136","6668"
"3137","55163"
"3138","4779"
"3139","3212"
"3140","3213"
"3141","3214"
"3142","516"
"3143","10642"
"3144","22834"
"3145","5245"
"3146","11248"
"3147","3675"
"3148","201191"
"3149","84687"
"3150","1101"
"3151","84073"
"3152","64847"
"3153","91369"
"3154","400604"
"3155","9043"
"3156","10040"
"3157","1353"
"3158","7706"
"3159","59342"
"3160","8165"
"3161","124540"
"3162","404093"
"3163","101929185"
"3164","140735"
"3165","6827"
"3166","9110"
"3167","22843"
"3168","4591"
"3169","348235"
"3170","55181"
"3171","388403"
"3172","51651"
"3173","6198"
"3174","101927755"
"3175","653645"
"3176","653653"
"3177","84669"
"3178","10513"
"3179","8493"
"3180","54828"
"3181","388407"
"3182","342538"
"3183","9969"
"3184","11011"
"3185","26115"
"3186","1534"
"3187","10238"
"3188","4215"
"3189","80774"
"3190","729683"
"3191","92335"
"3192","57003"
"3193","11325"
"3194","117246"
"3195","55852"
"3196","1655"
"3197","100616387"
"3198","100616408"
"3199","90799"
"3200","146880"
"3201","440456"
"3202","374819"
"3203","10672"
"3204","8787"
"3205","5578"
"3206","27092"
"3207","2186"
"3208","100499466"
"3209","51321"
"3210","22901"
"3211","5573"
"3212","55062"
"3213","54757"
"3214","10351"
"3215","23461"
"3216","400617"
"3217","201266"
"3218","9382"
"3219","84923"
"3220","6169"
"3221","94015"
"3222","9368"
"3223","26151"
"3224","54868"
"3225","283987"
"3226","23510"
"3227","10476"
"3228","9121"
"3229","23163"
"3230","51081"
"3231","57409"
"3232","60386"
"3233","2885"
"3234","9772"
"3235","57513"
"3236","80022"
"3237","9400"
"3238","643008"
"3239","29115"
"3240","3691"
"3241","2584"
"3242","3021"
"3243","85451"
"3244","201294"
"3245","23558"
"3246","91107"
"3247","64978"
"3248","85302"
"3249","51"
"3250","23265"
"3251","5635"
"3252","63893"
"3253","768206"
"3254","100507246"
"3255","23210"
"3256","124512"
"3257","6427"
"3258","79157"
"3259","6397"
"3260","10801"
"3261","100131096"
"3262","9144"
"3263","125061"
"3264","9021"
"3265","57602"
"3266","114897"
"3267","64772"
"3268","57332"
"3269","8535"
"3270","2548"
"3271","9775"
"3272","79092"
"3273","6448"
"3274","284129"
"3275","57674"
"3276","4884"
"3277","440465"
"3278","9625"
"3279","22994"
"3280","146705"
"3281","284184"
"3282","124565"
"3283","25794"
"3284","80233"
"3285","83882"
"3286","339229"
"3287","339230"
"3288","339231"
"3289","9146"
"3290","10189"
"3291","51529"
"3292","51547"
"3293","4097"
"3294","92659"
"3295","255275"
"3296","5881"
"3297","5986"
"3298","2873"
"3299","284001"
"3300","1453"
"3301","79701"
"3302","79415"
"3303","26502"
"3304","3607"
"3305","56270"
"3306","79672"
"3307","284207"
"3308","388574"
"3309","727758"
"3310","81035"
"3311","27098"
"3312","55556"
"3313","7525"
"3314","23347"
"3315","84034"
"3316","9663"
"3317","727896"
"3318","10627"
"3319","103910"
"3320","7050"
"3321","7541"
"3322","23136"
"3323","645369"
"3324","79822"
"3325","5797"
"3326","201475"
"3327","23255"
"3328","101927275"
"3329","23253"
"3330","10928"
"3331","9989"
"3332","147495"
"3333","57132"
"3334","65258"
"3335","84617"
"3336","10650"
"3337","56907"
"3338","56984"
"3339","79959"
"3340","81929"
"3341","55125"
"3342","753"
"3343","162655"
"3344","440482"
"3345","6093"
"3346","80000"
"3347","57534"
"3348","100128893"
"3349","64693"
"3350","85019"
"3351","8780"
"3352","4864"
"3353","3909"
"3354","125488"
"3355","114876"
"3356","25925"
"3357","6760"
"3358","6875"
"3359","284252"
"3360","1000"
"3361","1824"
"3362","1829"
"3363","22878"
"3364","51444"
"3365","64762"
"3366","80816"
"3367","7572"
"3368","252884"
"3369","55250"
"3370","80206"
"3371","25941"
"3372","57536"
"3373","498"
"3374","115106"
"3375","147339"
"3376","29906"
"3377","83473"
"3378","51124"
"3379","4087"
"3380","9811"
"3381","4092"
"3382","54808"
"3383","4152"
"3384","30827"
"3385","5596"
"3386","4200"
"3387","55520"
"3388","4089"
"3389","2235"
"3390","4677"
"3391","5205"
"3392","115701"
"3393","55205"
"3394","90701"
"3395","3998"
"3396","5366"
"3397","220441"
"3398","57614"
"3399","9525"
"3400","8710"
"3401","5271"
"3402","92126"
"3403","10666"
"3404","9306"
"3405","147381"
"3406","81832"
"3407","201456"
"3408","29090"
"3409","1528"
"3410","55748"
"3411","400657"
"3412","55628"
"3413","9658"
"3414","101927989"
"3415","7776"
"3416","374868"
"3417","9150"
"3418","440498"
"3419","10907"
"3420","79863"
"3421","22850"
"3422","997"
"3423","610"
"3424","55658"
"3425","5725"
"3426","79948"
"3427","1820"
"3428","91304"
"3429","1265"
"3430","10347"
"3431","5434"
"3432","2879"
"3433","6794"
"3434","255057"
"3435","513"
"3436","90007"
"3437","148046"
"3438","1153"
"3439","55009"
"3440","1943"
"3441","374291"
"3442","2593"
"3443","26528"
"3444","6209"
"3445","10297"
"3446","148223"
"3447","399664"
"3448","53615"
"3449","10975"
"3450","6929"
"3451","57455"
"3452","100288123"
"3453","83855"
"3454","81926"
"3455","113179"
"3456","113178"
"3457","1455"
"3458","2872"
"3459","113177"
"3460","8943"
"3461","268"
"3462","4946"
"3463","56928"
"3464","26517"
"3465","84823"
"3466","4616"
"3467","6449"
"3468","7064"
"3469","115196"
"3470","126295"
"3471","58492"
"3472","79816"
"3473","166"
"3474","56926"
"3475","60680"
"3476","4782"
"3477","83475"
"3478","126321"
"3479","100128569"
"3480","10362"
"3481","58509"
"3482","23396"
"3483","1613"
"3484","693222"
"3485","1938"
"3486","5605"
"3487","55702"
"3488","55620"
"3489","6455"
"3490","84717"
"3491","729359"
"3492","440503"
"3493","56005"
"3494","55527"
"3495","10226"
"3496","23030"
"3497","9667"
"3498","374875"
"3499","25873"
"3500","9361"
"3501","126328"
"3502","400673"
"3503","828"
"3504","8498"
"3505","5990"
"3506","4298"
"3507","84266"
"3508","2962"
"3509","8570"
"3510","10382"
"3511","56927"
"3512","9322"
"3513","79230"
"3514","23370"
"3515","92960"
"3516","57192"
"3517","57662"
"3518","56949"
"3519","100131801"
"3520","6813"
"3521","115704"
"3522","80164"
"3523","388499"
"3524","80131"
"3525","100507588"
"3526","404217"
"3527","1994"
"3528","79603"
"3529","51293"
"3530","4701"
"3531","6234"
"3532","256949"
"3533","51129"
"3534","100507567"
"3535","9230"
"3536","51257"
"3537","4670"
"3538","148156"
"3539","57693"
"3540","374879"
"3541","10781"
"3542","79088"
"3543","101928238"
"3544","7675"
"3545","93134"
"3546","284385"
"3547","162993"
"3548","54850"
"3549","59286"
"3550","5300"
"3551","93145"
"3552","56342"
"3553","5032"
"3554","1786"
"3555","9294"
"3556","3383"
"3557","100125288"
"3558","112812"
"3559","125950"
"3560","11140"
"3561","1032"
"3562","57153"
"3563","147727"
"3564","3609"
"3565","81890"
"3566","1785"
"3567","90580"
"3568","3949"
"3569","374882"
"3570","126075"
"3571","126074"
"3572","57139"
"3573","5589"
"3574","115950"
"3575","51295"
"3576","84337"
"3577","199692"
"3578","55552"
"3579","126068"
"3580","126070"
"3581","90594"
"3582","90592"
"3583","284390"
"3584","163059"
"3585","284391"
"3586","388507"
"3587","100529855"
"3588","90589"
"3589","7695"
"3590","147837"
"3591","79973"
"3592","90576"
"3593","10224"
"3594","163051"
"3595","57474"
"3596","163049"
"3597","84292"
"3598","51398"
"3599","1725"
"3600","84261"
"3601","30000"
"3602","79002"
"3603","439"
"3604","3726"
"3605","2639"
"3606","256126"
"3607","811"
"3608","55621"
"3609","112939"
"3610","8677"
"3611","84245"
"3612","65249"
"3613","90379"
"3614","5989"
"3615","90378"
"3616","100507373"
