"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"653635",0.123025195602556,3.2249670687525,0.830009191445558,0.41225495630775,0.797976771891938,-6.67168985073907
"729737",0.00577497468907184,3.30607355150121,0.032397149466826,0.974342521259433,0.993209266171696,-7.0798765277893
"102723897",0.213620890903873,3.40251660434944,1.44478208392612,0.157564116652742,0.571316701716342,-6.01199495057793
"100132287",0.140888511596033,2.59812472894423,0.756150937056767,0.454704324282448,0.821759600706506,-6.65515137647239
"102465432",0.553877713425617,6.50207732900216,2.95273501897927,0.00564198996701206,0.105604776911955,-3.35010891234271
"100133331",0.136689208663072,2.39507336541976,0.78056603971131,0.440394474907207,0.813468586970627,-6.61555803837934
"79854",0.0194289694993426,0.300262405294644,0.0582086311083615,0.953919155851719,0.989722289251388,-6.55120912875083
"643837",-0.561756955843211,5.82333766379001,-4.00673150236625,0.000312804503184508,0.0139534195672865,-0.58201958384105
"100130417",0.0861124496675293,0.0812680109991223,0.208388624110709,0.836154097535452,0.959212507820072,-6.40451377442682
"148398",0.0210849868799736,0.607742428307635,0.0370008373133808,0.970698156972481,0.992821179250092,-6.39897374690751
"26155",0.169980259224432,6.4347217227515,1.7912355907937,0.0820548955905464,0.438978796272396,-5.76360016297168
"339451",0.191506850526333,3.79577950285746,0.943303624927447,0.352101746791959,0.763785019287088,-6.6703966284715
"57801",-0.144073471297534,5.27541397037155,-0.75455244278494,0.455650663308613,0.821759600706506,-6.99555313486182
"9636",-0.0643559981420143,3.19122521075155,-0.223851822429735,0.824196325000359,0.956370465105783,-6.87761074549534
"375790",0.36206991942433,9.27061167787648,1.50085050049778,0.14251490294823,0.548272674722113,-6.03934234841165
"54991",-0.00500465427782792,3.19201310434901,-0.0325090418517347,0.974253938228055,0.993209266171696,-7.05188314895491
"51150",0.325414461692268,8.13305061447126,2.59420480190948,0.0138324953353373,0.176577457492805,-4.10365381825497
"126792",0.150510403480684,5.64497733107186,1.58109909766449,0.123004529444363,0.517650228788067,-6.0899897499221
"388581",0.155029571203593,-0.103055371221024,0.528617636923004,0.600463875350214,0.889329978396743,-6.32959314620732
"118424",0.149108687021702,5.42311376205292,0.959670602694423,0.343915841292134,0.757886011064185,-6.82295436648999
