"","DOX_24T_Ind1","DMSO_24T_Ind1","DOX_24R_Ind1","DMSO_24R_Ind1","DOX_144R_Ind1","DMSO_144R_Ind1","DOX_24T_Ind2","DMSO_24T_Ind2","DOX_24R_Ind2","DMSO_24R_Ind2","DOX_144R_Ind2","DMSO_144R_Ind2","DOX_24T_Ind3","DMSO_24T_Ind3","DOX_24R_Ind3","DMSO_24R_Ind3","DOX_144R_Ind3","DMSO_144R_Ind3","DOX_24T_Ind4","DMSO_24T_Ind4","DOX_24R_Ind4","DMSO_24R_Ind4","DOX_144R_Ind4","DMSO_144R_Ind4","DOX_24T_Ind5","DMSO_24T_Ind5","DOX_24R_Ind5","DMSO_24R_Ind5","DOX_144R_Ind5","DMSO_144R_Ind5","DOX_24T_Ind6","DMSO_24T_Ind6","DOX_24R_Ind6","DMSO_24R_Ind6","DOX_144R_Ind6","DMSO_144R_Ind6","DOX_24T_Ind6REP","DMSO_24T_Ind6REP","DOX_24R_Ind6REP","DMSO_24R_Ind6REP","DOX_144R_Ind6REP","DMSO_144R_Ind6REP"
"6339",4.60651791035702,2.34992318228226,2.8709962470532,2.12762271090015,2.36372685967532,3.12095636515946,3.63874846915002,3.16541306966942,4.2343222506647,2.43782861828317,3.66768144527485,3.18971093172241,5.36416812530532,2.68413895501923,3.20012632273209,2.37114119800336,2.25658627353391,2.39725107745674,4.77858938420214,3.20353304985493,3.94258937334585,3.14510643205828,3.36015625884747,3.22472953534846,4.66014105357533,2.85313120367117,3.82648663712649,3.26417790868946,3.00108967946013,2.64542502353947,5.14274758642142,2.56721623796099,2.9685913654578,2.76253566077841,2.53011495782099,2.86977526729109,4.66055302973224,2.64107900760365,3.06010028808277,2.42033339903129,2.73995274306766,2.15700641338583
"116983",6.37607861837385,5.79649707638104,5.78115429827856,5.60092360507689,5.82272352133424,5.61933669787282,6.56222261893399,6.2770976282863,6.72713117968295,5.71412052980163,6.5131786352918,5.94406718190678,6.71051574192344,6.21118351824438,5.89798477429413,5.9940907357289,6.30496520627821,5.87319626277009,6.85003229909862,6.36344967908919,6.50191985535192,6.57248891582855,6.63391730306098,6.58080390793702,6.63821563238997,6.19971734291894,6.1644910857205,6.58590533656235,6.46128512321406,6.55056928020126,6.76583174210911,6.06477178051254,6.09866044145551,6.21864513211815,6.10325337372464,6.07390293309229,6.50712830933066,5.9867881298918,5.94949521811483,6.16358817835919,6.43472817277012,6.13810890721478
"126789",2.04579902166822,2.84944950924939,1.20111493334708,2.61241894030835,2.39907721945591,2.59296491182606,1.54990810229364,2.99244243704705,2.79319924747791,2.79428597870106,2.99293645573003,2.51806304024975,2.89064357482851,3.28668440315175,2.46574107144836,3.04189452738356,3.00310452338696,2.87774582753936,2.53018550180247,3.14774017184376,2.98118075428365,3.26951478441793,3.34468548980466,3.26790690417373,2.67420612088705,3.0568411748773,2.61118566723945,3.156441633596,3.30154409667881,3.10134090791918,2.95384129070739,3.44289513557255,2.01810891830698,3.25163228024521,2.82848109808495,2.7315755710281,2.35734273911309,2.9898106443298,2.33939874746258,3.2527192505958,2.95404017317891,2.9690181827612
"54973",5.58917702798408,5.69180402232507,6.11646172276112,5.72097635777243,5.68391116811605,6.05795714361,5.35741919531546,5.81515732472594,5.91407945752691,5.52002635171556,6.08656446074263,5.97979514765286,5.39757649687583,5.73561440846411,6.35712620556555,5.70855582620929,5.7934615826992,5.5863947864549,5.48764246091033,5.62259581359349,6.3623512926668,5.82638293830825,5.90805038132469,5.76835388320599,5.08590207773064,5.72477855912792,6.181364389632,5.63085244016283,5.727993261086,5.58716083821865,5.67060880008874,5.77771112417975,6.23132462322491,5.70927270450831,5.56249253856762,5.76038348854978,5.09976042122956,5.44921769903122,6.06383037160211,5.57604484336816,5.67657012627693,5.50108954938705
"80772",4.96371809766267,4.57857755272869,4.39793915638525,4.70235955883887,4.54081700130268,4.8476600505233,1.93860387696989,4.6570690874158,4.59314778935177,4.47814623264656,4.80267603789531,4.61312746497959,5.00314776068149,4.58751133591804,4.46468647238473,4.50004585104868,4.45038101422425,4.45186322278226,3.97838025762141,4.54087936757848,4.67409339560241,4.64473579648724,4.4332598297074,4.68849771453885,3.60863676029221,4.4961494085204,4.57475998671611,4.48772409758692,4.31932555723185,4.27553024979736,4.73526854631066,4.58989870659929,4.62371375362625,4.73166241660137,4.41385666564942,4.57561966284152,4.27296784112036,4.19584537166768,4.33016382249943,4.46139335455374,4.58845068745032,4.41087586293223
"83756",2.95899503509796,0.527953287462823,1.15146738764,-0.0660891448890125,1.02873904797994,0.925028928435323,1.1898555575166,1.22890355764466,1.92921127998669,0.48126534662422,2.11262039199827,1.10805300244899,2.95489169253567,0.479210051639813,1.86119111625357,0.299711547027585,1.25706957898831,0.725876956923029,2.22393972149693,0.522770044400584,2.22616732615446,0.480072135580538,0.301697620257337,0.654097433027591,2.58167686872941,0.28566226073516,1.8393593405381,0.473444093753607,0.398721215799411,0.0632064077169457,2.65216782586641,0.906699555882529,1.55781452802508,0.597556826841044,0.736824511445301,0.725647167719735,2.93059883626187,0.0658038450251578,2.05386565034928,0.0338019815803813,-0.121984395771149,-0.288811290874589
"1855",5.49643215295319,5.50489665494947,5.49303522013878,5.50534410368197,5.54616160090702,5.83683837543277,4.52741265540213,5.63220115827722,5.19708209611977,5.39473144127296,5.9611929192349,5.70153088672894,4.88327081999771,5.54616415813233,5.45184576978865,5.54313262861441,5.56703384291971,5.50511874181343,5.05608974945433,5.70705412185762,5.94657503129506,5.77050281978215,5.765737493815,5.75987199497871,4.84178531058657,5.48960343756829,5.31118566172509,5.62749381846103,5.61911876591873,5.44701502981046,5.95050150546858,5.88051352599502,5.60442419060751,5.76563859978001,5.47216224261534,5.57073727600812,4.99620998268128,5.44676669208058,5.30718363962042,5.52623960716499,5.86432866379579,5.42378143183118
"54587",3.96522499063168,3.82216390543632,3.36052947259737,3.29771358469029,3.5848228522593,3.36232254239483,3.04857123910136,3.21471596966545,3.10020943557263,3.00072355774854,3.18141712535105,2.70532149161495,3.73880163770122,4.93376431928811,3.23602512108174,4.81847640910766,4.37638599364076,4.44407329946132,5.18301068601997,4.97080428113523,4.42748288766401,4.91057766793262,4.9629217055164,4.76395492932518,4.90255085390797,4.902707235229,3.06355797440204,4.99127749137207,4.54498933105584,5.10944238736314,3.61035333518076,4.34362705945058,3.10278989405872,4.51923052788134,3.86314970296997,3.82608744001317,5.22558612930756,5.43321121199298,3.30468970217353,5.61756594489603,4.93152340933645,5.21995832444258
"54998",5.8146346713104,5.65335679990979,5.88922600798602,5.81925396080396,5.03230537695429,5.628380868262,5.4781484669877,5.72125633299674,6.20727417032847,5.39894774808131,5.60483598930799,5.49270252294599,5.343745337175,5.46166184316257,5.76506211636013,5.34542958380086,5.28040978730115,5.11323093228622,5.6392433892096,5.43285142957267,5.98324810380465,5.66784615081774,5.78018612633565,5.67018180950658,5.0708518031949,5.09485445626876,5.45688843417816,4.90698497309908,5.09488331096133,4.75406346479564,5.48579088548175,5.6780378060863,5.77796957689385,5.70136143776512,5.04076729284876,5.36613811941723,4.95804029196554,4.73711901637915,5.30430138948051,4.94315749594883,4.97693048407261,4.62531537224857
"81669",7.86745090760307,6.36933870194573,6.44868354069003,6.39182693565896,6.98761352884157,7.0436037862447,8.04071068366279,6.92379244479536,7.54843330726777,6.61005974216293,7.49970108411998,7.14676402262531,8.87800326073911,7.35419933490716,7.17603738867484,7.28953016173371,7.41889165235433,7.28684208507756,8.60444896110566,7.81882375863392,7.66615177385092,7.86422507799656,7.8398475173784,7.64839846026225,8.49640883835783,7.61224612510138,7.48881525684002,7.97263756180814,7.66794191985505,7.77707790987504,8.49314604052323,6.94984334789776,6.88655115466853,7.0681298589705,7.13790183738799,7.14484796857753,8.62098718434621,7.70912087327935,7.13080775880886,7.60546335208778,7.57429695034246,7.50866041327613
